Chromosome	Monoc1_2_state3.bed_Start	Monoc1_2_state3.bed_End	Monoc1_2_state3.bed_Name	dnase_Monoc.bed_Start	dnase_Monoc.bed_End	dnase_Monoc.bed_Name
chr7	152011400	152011600	E3	152011285	152011426	chr7.7295
chr7	155381600	155382800	E3	155382785	155383836	chr7.7601
chr7	155384400	155384600	E3	155384094	155384493	chr7.7602
chr7	155548000	155549400	E3	155549153	155549325	chr7.7610
chr7	156689000	156689600	E3	156689151	156689362	chr7.7775
chr7	157068000	157069600	E3	157068632	157070310	chr7.7830
chr7	157068000	157069600	E3	157068441	157068505	chr7.7829
chr7	157068000	157069600	E3	157067719	157068115	chr7.7828
chr7	157070000	157070200	E3	157068632	157070310	chr7.7830
chr7	157093000	157094200	E3	157092433	157093155	chr7.7845
chr7	157145200	157145400	E3	157145162	157145565	chr7.7851
chr7	157187800	157188200	E3	157187798	157187986	chr7.7855
chr7	158503800	158504000	E3	158503305	158503804	chr7.8426
chr7	158505200	158505400	E3	158505070	158505328	chr7.8427
chr7	158527800	158528000	E3	158527623	158527906	chr7.8430
chr7	158533200	158533600	E3	158532576	158533331	chr7.8431
chr7	158595600	158595800	E3	158595750	158595893	chr7.8434
chr7	158602400	158603200	E3	158602311	158602614	chr7.8436
chr8	578800	581600	E3	580255	581565	chr8.59
chr8	578800	581600	E3	579151	579968	chr8.58
chr8	615000	615400	E3	615098	615610	chr8.77
chr8	619800	620200	E3	619709	620137	chr8.79
chr8	626600	627600	E3	626578	627500	chr8.83
chr8	630800	631600	E3	630761	631435	chr8.85
chr8	642400	643200	E3	642695	642957	chr8.89
chr8	643400	643600	E3	643522	643888	chr8.90
chr8	654200	655800	E3	655208	655438	chr8.101
chr8	654200	655800	E3	654657	654971	chr8.100
chr8	1703800	1704400	E3	1703580	1704300	chr8.369
chr8	1955200	1958000	E3	1957738	1958052	chr8.477
chr8	1955200	1958000	E3	1956955	1957322	chr8.476
chr8	1955200	1958000	E3	1956024	1956696	chr8.475
chr8	1955200	1958000	E3	1955508	1955854	chr8.474
chr8	1955200	1958000	E3	1955211	1955334	chr8.473
chr8	8096400	8096800	E3	8095928	8096484	chr8.678
chr8	8101600	8102000	E3	8101972	8102425	chr8.679
chr8	8102200	8102200	E3	8101972	8102425	chr8.679
chr8	8118000	8119000	E3	8118277	8118610	chr8.681
chr8	8167600	8168200	E3	8167988	8168487	chr8.685
chr8	8181400	8181800	E3	8181664	8182144	chr8.687
chr8	8774800	8775800	E3	8775217	8775454	chr8.716
chr8	8852000	8853000	E3	8852501	8852892	chr8.717
chr8	8946600	8947200	E3	8946094	8946669	chr8.721
chr8	11350400	11351000	E3	11350987	11351216	chr8.945
chr8	11706600	11707000	E3	11706209	11706809	chr8.1024
chr8	11714200	11715200	E3	11715129	11715337	chr8.1028
chr8	11714200	11715200	E3	11714771	11715122	chr8.1027
chr8	11743800	11745200	E3	11744716	11745048	chr8.1037
chr8	11743800	11745200	E3	11743626	11743936	chr8.1036
chr8	20033000	20034200	E3	20033413	20033670	chr8.1165
chr8	21532400	21533200	E3	21532036	21532926	chr8.1207
chr8	21622200	21622200	E3	21622164	21622727	chr8.1230
chr8	21720800	21721600	E3	21721347	21721626	chr8.1258
chr8	21842600	21843600	E3	21842692	21843143	chr8.1268
chr8	22439000	22439600	E3	22435888	22439138	chr8.1408
chr8	22877400	22877800	E3	22876441	22877686	chr8.1517
chr8	22921000	22921200	E3	22920980	22921312	chr8.1521
chr8	22949000	22950200	E3	22949858	22950302	chr8.1528
chr8	23075200	23076200	E3	23075585	23075946	chr8.1546
chr8	23405200	23406000	E3	23405251	23405687	chr8.1605
chr8	23411000	23412200	E3	23411682	23412183	chr8.1606
chr8	23416800	23418000	E3	23416682	23417313	chr8.1607
chr8	23418400	23418800	E3	23418475	23418712	chr8.1608
chr8	23432000	23432200	E3	23431820	23432354	chr8.1611
chr8	24129400	24130400	E3	24129357	24129809	chr8.1626
chr8	24244600	24245200	E3	24245196	24245374	chr8.1628
chr8	25056400	25056800	E3	25056396	25056729	chr8.1646
chr8	25091800	25093400	E3	25092401	25092725	chr8.1647
chr8	25202400	25203400	E3	25202797	25203332	chr8.1650
chr8	25205600	25206600	E3	25206441	25206642	chr8.1651
chr8	25992000	25992000	E3	25991248	25992122	chr8.1669
chr8	26056200	26056800	E3	26056672	26056870	chr8.1673
chr8	26324600	26325200	E3	26324818	26325242	chr8.1688
chr8	26447000	26448000	E3	26446876	26447503	chr8.1697
chr8	26468200	26469800	E3	26469214	26469377	chr8.1700
chr8	27209200	27209600	E3	27209344	27209763	chr8.1732
chr8	27219600	27221000	E3	27219628	27219994	chr8.1733
chr8	27224400	27226000	E3	27224265	27224498	chr8.1735
chr8	27226400	27227000	E3	27226262	27226536	chr8.1736
chr8	27227400	27230800	E3	27229303	27229729	chr8.1737
chr8	27248600	27248800	E3	27248441	27248675	chr8.1740
chr8	27260200	27262200	E3	27261489	27261898	chr8.1741
chr8	27262800	27267200	E3	27266336	27266888	chr8.1743
chr8	27262800	27267200	E3	27265846	27265921	chr8.1742
chr8	28223200	28223600	E3	28223259	28223678	chr8.1844
chr8	28228800	28229400	E3	28228972	28229346	chr8.1846
chr8	28474200	28474800	E3	28474535	28474875	chr8.1860
chr8	28630400	28631800	E3	28631208	28631336	chr8.1872
chr8	28639000	28640200	E3	28639735	28639860	chr8.1875
chr8	28917200	28917600	E3	28917360	28917641	chr8.1879
chr8	28923200	28925600	E3	28925043	28925893	chr8.1882
chr8	28923200	28925600	E3	28922948	28923560	chr8.1881
chr8	28961400	28961400	E3	28961173	28961727	chr8.1889
chr8	28973400	28974600	E3	28974251	28974605	chr8.1891
chr8	29042200	29043600	E3	29043085	29043250	chr8.1893
chr8	29370400	29371200	E3	29370868	29371204	chr8.1914
chr8	29419600	29420000	E3	29419789	29420045	chr8.1916
chr8	29495200	29495600	E3	29495067	29495321	chr8.1922
chr8	29512200	29514000	E3	29512989	29513284	chr8.1925
chr8	29512200	29514000	E3	29512157	29512224	chr8.1924
chr8	29595200	29595800	E3	29594913	29595204	chr8.1926
chr8	29693200	29694800	E3	29692988	29693241	chr8.1932
chr8	32344600	32344800	E3	32344682	32344953	chr8.1967
chr8	33381600	33383200	E3	33382152	33382586	chr8.1981
chr8	33418400	33419600	E3	33418793	33419116	chr8.1984
chr8	37409000	37409400	E3	37409120	37409515	chr8.2018
chr8	37441000	37442200	E3	37441644	37442024	chr8.2027
chr8	37441000	37442200	E3	37441081	37441184	chr8.2026
chr8	37446400	37448200	E3	37446767	37447239	chr8.2029
chr8	37446400	37448200	E3	37446513	37446647	chr8.2028
chr8	37457000	37457800	E3	37457417	37457523	chr8.2032
chr8	37487400	37487600	E3	37487547	37487846	chr8.2035
chr8	37487800	37488000	E3	37487547	37487846	chr8.2035
chr8	37488600	37489800	E3	37489131	37489488	chr8.2036
chr8	37643600	37644200	E3	37643789	37644206	chr8.2055
chr8	37661600	37661800	E3	37661691	37661906	chr8.2065
chr8	37739400	37739600	E3	37739358	37739824	chr8.2093
chr8	37739800	37740200	E3	37739358	37739824	chr8.2093
chr8	37760800	37761000	E3	37760987	37761256	chr8.2097
chr8	37991600	37993600	E3	37991959	37992175	chr8.2119
chr8	38650400	38651600	E3	38651517	38651673	chr8.2168
chr8	38704200	38705200	E3	38704299	38704405	chr8.2171
chr8	38790400	38790600	E3	38790244	38790633	chr8.2177
chr8	38796400	38797200	E3	38795901	38796466	chr8.2179
chr8	38800800	38802200	E3	38801246	38801629	chr8.2180
chr8	38815200	38815800	E3	38814964	38815461	chr8.2181
chr8	41427200	41427800	E3	41427125	41427825	chr8.2239
chr8	41509000	41509400	E3	41503016	41509808	chr8.2255
chr8	41509600	41509800	E3	41503016	41509808	chr8.2255
chr8	41518200	41518800	E3	41518643	41519102	chr8.2259
chr8	41521600	41522200	E3	41522146	41523306	chr8.2262
chr8	41521600	41522200	E3	41520884	41521800	chr8.2261
chr8	41522800	41523000	E3	41522146	41523306	chr8.2262
chr8	41540600	41541400	E3	41541214	41542136	chr8.2267
chr8	41540600	41541400	E3	41540372	41541007	chr8.2266
chr8	41542200	41543800	E3	41542830	41543312	chr8.2268
chr8	41693400	41693400	E3	41693328	41694177	chr8.2309
chr8	41786800	41787200	E3	41787084	41787215	chr8.2327
chr8	42033000	42033400	E3	42032851	42033283	chr8.2336
chr8	42080400	42080800	E3	42080348	42081171	chr8.2347
chr8	42127200	42127600	E3	42127438	42127613	chr8.2350
chr8	42142200	42142200	E3	42142168	42142386	chr8.2354
chr8	42149600	42151200	E3	42150335	42151290	chr8.2358
chr8	42149600	42151200	E3	42150157	42150275	chr8.2357
chr8	42149600	42151200	E3	42149843	42150102	chr8.2356
chr8	42187400	42187800	E3	42187548	42187632	chr8.2361
chr8	42262400	42264200	E3	42263553	42263831	chr8.2367
chr8	42616200	42616400	E3	42616014	42616592	chr8.2391
chr8	42954800	42956400	E3	42955183	42955628	chr8.2403
chr8	43022000	43022600	E3	43022068	43022139	chr8.2411
chr8	48227600	48228200	E3	48227927	48228050	chr8.2587
chr8	48265800	48266400	E3	48266264	48266552	chr8.2588
chr8	48310800	48313000	E3	48311377	48311925	chr8.2591
chr8	48318400	48319800	E3	48319273	48319440	chr8.2592
chr8	48384600	48385200	E3	48384614	48384726	chr8.2595
chr8	48390400	48390600	E3	48390382	48390627	chr8.2596
chr8	48390800	48391000	E3	48390772	48390897	chr8.2597
chr8	48392000	48392400	E3	48392186	48392294	chr8.2598
chr8	48510200	48513800	E3	48513236	48513659	chr8.2603
chr8	49608400	49608600	E3	49608250	49608604	chr8.2657
chr8	53373000	53373000	E3	53372763	53373025	chr8.2693
chr8	55180800	55182200	E3	55181412	55181901	chr8.2739
chr8	55194800	55195400	E3	55195134	55195346	chr8.2740
chr8	56777400	56778800	E3	56778387	56778621	chr8.2760
chr8	56837000	56837600	E3	56837193	56837356	chr8.2764
chr8	56843000	56843400	E3	56843031	56843544	chr8.2765
chr8	56885400	56885800	E3	56885380	56885919	chr8.2767
chr8	56890600	56891600	E3	56891373	56891448	chr8.2769
chr8	56923200	56925000	E3	56923219	56923476	chr8.2771
chr8	59305200	59306000	E3	59305264	59305631	chr8.2817
chr8	61829000	61829200	E3	61828965	61829636	chr8.2851
chr8	61838000	61839200	E3	61838896	61839350	chr8.2854
chr8	62672600	62674000	E3	62672567	62673125	chr8.2874
chr8	64059400	64060000	E3	64059341	64059779	chr8.2883
chr8	66860200	66860800	E3	66860776	66861101	chr8.2912
chr8	66862000	66862600	E3	66862576	66862868	chr8.2913
chr8	66934200	66936000	E3	66935224	66935388	chr8.2918
chr8	66934200	66936000	E3	66934480	66934764	chr8.2917
chr8	67033800	67035000	E3	67033761	67034000	chr8.2927
chr8	67035200	67036400	E3	67036156	67036490	chr8.2928
chr8	67054200	67054800	E3	67054236	67054624	chr8.2930
chr8	67696600	67696800	E3	67696550	67696705	chr8.2952
chr8	67697000	67697400	E3	67697159	67697383	chr8.2953
chr8	70593800	70594400	E3	70594301	70594589	chr8.2981
chr8	72743400	72743800	E3	72743591	72743897	chr8.3009
chr8	74964600	74964800	E3	74964453	74964604	chr8.3042
chr8	82072800	82074200	E3	82073317	82073802	chr8.3102
chr8	90738200	90738400	E3	90738012	90738378	chr8.3141
chr8	90741600	90742000	E3	90741381	90741603	chr8.3142
chr8	90853000	90854200	E3	90853973	90854132	chr8.3146
chr8	93526000	93526800	E3	93526726	93526783	chr8.3165
chr8	96132800	96133400	E3	96133188	96133423	chr8.3203
chr8	97349800	97350000	E3	97349934	97350579	chr8.3231
chr8	97583200	97584000	E3	97583076	97583291	chr8.3235
chr8	97669200	97670400	E3	97669532	97669789	chr8.3237
chr8	97900400	97900800	E3	97900364	97900435	chr8.3238
chr8	97939200	97939800	E3	97939312	97939576	chr8.3239
chr8	97991400	97991800	E3	97991603	97991802	chr8.3240
chr8	98000800	98002800	E3	98001354	98001690	chr8.3241
chr8	101802800	101803000	E3	101802693	101802854	chr8.3314
chr8	101911800	101914800	E3	101913903	101914199	chr8.3323
chr8	101911800	101914800	E3	101912152	101913016	chr8.3322
chr8	102171200	102172000	E3	102171160	102171362	chr8.3342
chr8	102177400	102177800	E3	102177600	102177717	chr8.3343
chr8	102371000	102371800	E3	102371416	102371573	chr8.3350
chr8	103580200	103580800	E3	103580148	103580660	chr8.3365
chr8	103595600	103595800	E3	103595647	103595832	chr8.3367
chr8	103663600	103664400	E3	103664128	103664215	chr8.3371
chr8	103780200	103780400	E3	103780382	103780537	chr8.3386
chr8	103780800	103781800	E3	103781346	103781789	chr8.3387
chr8	103788400	103789000	E3	103788736	103789115	chr8.3388
chr8	103801800	103803200	E3	103803136	103803603	chr8.3390
chr8	103805400	103805800	E3	103805247	103805439	chr8.3391
chr8	103983000	103983600	E3	103983184	103983444	chr8.3402
chr8	103989000	103989200	E3	103989161	103989562	chr8.3403
chr8	103989400	103989600	E3	103989161	103989562	chr8.3403
chr8	103990800	103991000	E3	103990794	103991181	chr8.3404
chr8	107568400	107569600	E3	107568944	107569072	chr8.3434
chr8	107770400	107770600	E3	107770270	107770615	chr8.3437
chr8	109132600	109133000	E3	109132610	109132651	chr8.3443
chr8	116068000	116069200	E3	116068633	116068775	chr8.3463
chr8	116439200	116440200	E3	116439864	116440225	chr8.3464
chr8	116587800	116588800	E3	116588719	116588851	chr8.3466
chr8	119073200	119073600	E3	119073115	119073349	chr8.3494
chr8	120461000	120461200	E3	120461029	120461319	chr8.3511
chr8	121690600	121691600	E3	121690682	121690787	chr8.3532
chr8	124178400	124180200	E3	124178397	124179076	chr8.3568
chr8	125153400	125153800	E3	125153739	125154074	chr8.3596
chr8	125210600	125213000	E3	125212379	125212730	chr8.3598
chr8	125607200	125608600	E3	125608289	125608491	chr8.3621
chr8	125612600	125613200	E3	125612981	125613353	chr8.3622
chr8	125641800	125643000	E3	125642612	125642719	chr8.3625
chr8	125641800	125643000	E3	125641821	125642351	chr8.3624
chr8	125672800	125673200	E3	125672666	125673037	chr8.3627
chr8	125699800	125700200	E3	125700057	125700439	chr8.3629
chr8	125722200	125723000	E3	125721812	125722435	chr8.3630
chr8	125762800	125765400	E3	125763754	125764546	chr8.3633
chr8	125773800	125775000	E3	125774142	125774525	chr8.3634
chr8	125783600	125784400	E3	125784283	125784726	chr8.3635
chr8	125827400	125827600	E3	125827067	125827438	chr8.3638
chr8	125852800	125853400	E3	125852577	125853117	chr8.3640
chr8	125859400	125861200	E3	125860257	125860583	chr8.3641
chr8	125878000	125879800	E3	125878769	125879100	chr8.3642
chr8	126287600	126288000	E3	126287664	126287880	chr8.3650
chr8	126375000	126375600	E3	126374999	126375369	chr8.3652
chr8	126398400	126398600	E3	126397958	126398560	chr8.3653
chr8	126452000	126452800	E3	126452043	126452138	chr8.3660
chr8	126521800	126522800	E3	126522137	126522388	chr8.3666
chr8	126524800	126525600	E3	126525104	126525791	chr8.3667
chr8	126541200	126541800	E3	126540998	126541524	chr8.3669
chr8	126588200	126589200	E3	126588399	126588772	chr8.3671
chr8	126614000	126615200	E3	126614896	126615081	chr8.3673
chr8	126620000	126621400	E3	126620233	126620538	chr8.3674
chr8	126648800	126650200	E3	126649709	126650126	chr8.3676
chr8	126661600	126662000	E3	126661682	126662016	chr8.3678
chr8	126706000	126706800	E3	126706418	126706808	chr8.3679
chr8	126709200	126711600	E3	126711042	126711347	chr8.3681
chr8	126709200	126711600	E3	126709102	126709345	chr8.3680
chr8	128453400	128454600	E3	128453470	128453733	chr8.3689
chr8	128944400	128944600	E3	128943834	128944462	chr8.3699
chr8	129046200	129048400	E3	129047324	129047697	chr8.3704
chr8	129161800	129162400	E3	129162159	129162626	chr8.3708
chr8	129162600	129163600	E3	129163504	129163800	chr8.3709
chr8	129162600	129163600	E3	129162159	129162626	chr8.3708
chr8	129163800	129164000	E3	129163504	129163800	chr8.3709
chr8	129569000	129569600	E3	129568958	129569298	chr8.3713
chr8	129960800	129961200	E3	129961066	129961295	chr8.3714
chr8	129985800	129986000	E3	129985678	129985890	chr8.3715
chr8	130899000	130902400	E3	130900343	130900579	chr8.3722
chr8	130982400	130983400	E3	130982453	130982672	chr8.3725
chr8	130985800	130986800	E3	130985644	130986023	chr8.3727
chr8	130993600	130995000	E3	130994056	130994172	chr8.3728
chr8	130996200	130997400	E3	130995868	130996984	chr8.3729
chr8	130999400	131001800	E3	130999517	130999699	chr8.3731
chr8	131021000	131021200	E3	131020960	131021361	chr8.3733
chr8	131206800	131208200	E3	131207022	131207198	chr8.3738
chr8	131259400	131261600	E3	131260821	131261088	chr8.3739
chr8	131320800	131323400	E3	131321677	131321894	chr8.3740
chr8	132829000	132829400	E3	132829188	132829293	chr8.3761
chr8	132868600	132870200	E3	132868993	132869317	chr8.3762
chr8	133907400	133907600	E3	133907425	133908417	chr8.3775
chr8	133907800	133908600	E3	133907425	133908417	chr8.3775
chr8	134009600	134009800	E3	134009666	134010068	chr8.3783
chr8	134027800	134028400	E3	134027932	134028060	chr8.3784
chr8	134065800	134072200	E3	134066942	134067194	chr8.3787
chr8	134078800	134079200	E3	134079109	134079240	chr8.3791
chr8	134141600	134142400	E3	134142068	134142483	chr8.3802
chr8	134150200	134152000	E3	134151618	134152208	chr8.3805
chr8	134150200	134152000	E3	134151159	134151407	chr8.3804
chr8	134158400	134159600	E3	134159232	134159563	chr8.3806
chr8	134162400	134163000	E3	134162250	134163351	chr8.3807
chr8	134188200	134188600	E3	134188447	134188832	chr8.3808
chr8	134190800	134190800	E3	134190435	134190817	chr8.3809
chr8	134230200	134230800	E3	134230051	134230482	chr8.3818
chr8	134249800	134250600	E3	134250552	134251411	chr8.3820
chr8	134249800	134250600	E3	134249793	134250476	chr8.3819
chr8	134251000	134251400	E3	134250552	134251411	chr8.3820
chr8	134268800	134270000	E3	134269138	134269405	chr8.3823
chr8	134276600	134277000	E3	134276594	134277400	chr8.3825
chr8	134281600	134282600	E3	134281900	134282345	chr8.3830
chr8	134315000	134316400	E3	134315340	134315806	chr8.3836
chr8	134415400	134417000	E3	134415779	134416567	chr8.3843
chr8	134494600	134495200	E3	134494648	134494888	chr8.3862
chr8	134498200	134499000	E3	134497828	134498914	chr8.3864
chr8	134513000	134513200	E3	134512982	134513316	chr8.3868
chr8	134549600	134550600	E3	134550014	134550136	chr8.3873
chr8	134551200	134551400	E3	134551039	134551471	chr8.3874
chr8	134764800	134766200	E3	134765047	134765313	chr8.3886
chr8	134902600	134903000	E3	134902935	134903322	chr8.3889
chr8	134904400	134905600	E3	134904803	134905080	chr8.3890
chr8	134911600	134911800	E3	134911689	134911841	chr8.3891
chr8	134927200	134928800	E3	134927898	134928124	chr8.3892
chr8	134931200	134934800	E3	134931672	134932137	chr8.3893
chr8	135036000	135036200	E3	135036024	135036128	chr8.3895
chr8	138994800	138995600	E3	138995491	138995554	chr8.3939
chr8	139265400	139266600	E3	139266236	139266386	chr8.3944
chr8	141353600	141353800	E3	141353568	141353822	chr8.4165
chr8	141550200	141552400	E3	141552009	141552524	chr8.4189
chr8	141550200	141552400	E3	141550239	141550757	chr8.4188
chr8	141553800	141554200	E3	141553646	141554264	chr8.4190
chr8	141554800	141556400	E3	141554640	141556277	chr8.4191
chr8	141568200	141569000	E3	141567671	141569395	chr8.4201
chr8	141585000	141585800	E3	141584621	141585857	chr8.4213
chr8	141601000	141601200	E3	141600973	141601772	chr8.4218
chr8	141601400	141601600	E3	141600973	141601772	chr8.4218
chr8	142096000	142096200	E3	142096155	142096984	chr8.4260
chr8	142099600	142099800	E3	142099547	142100269	chr8.4261
chr8	142103200	142103800	E3	142103659	142103972	chr8.4262
chr8	142105600	142105800	E3	142105494	142106022	chr8.4263
chr8	142148200	142151200	E3	142150251	142150931	chr8.4278
chr8	142148200	142151200	E3	142147781	142148589	chr8.4277
chr8	142156200	142156600	E3	142156317	142156590	chr8.4279
chr8	142160400	142163200	E3	142162369	142162686	chr8.4281
chr8	142174800	142175200	E3	142174561	142175367	chr8.4285
chr8	142192000	142193000	E3	142192401	142192989	chr8.4292
chr8	142219800	142220000	E3	142219992	142220553	chr8.4303
chr8	142236800	142237800	E3	142236870	142239180	chr8.4316
chr8	142245800	142246000	E3	142244611	142245918	chr8.4320
chr8	142254800	142255200	E3	142254891	142255920	chr8.4322
chr8	142338800	142339000	E3	142338400	142338968	chr8.4360
chr8	143406200	143407400	E3	143406787	143408218	chr8.4867
chr8	143406200	143407400	E3	143406423	143406546	chr8.4866
chr8	143406200	143407400	E3	143406064	143406282	chr8.4865
chr8	143449200	143450200	E3	143449607	143450209	chr8.4885
chr8	143758000	143758400	E3	143758168	143758822	chr8.5012
chr8	144256400	144256600	E3	144256317	144256741	chr8.5157
chr8	144301600	144301800	E3	144298882	144304316	chr8.5174
chr8	144433800	144434800	E3	144434272	144434709	chr8.5244
chr8	144628000	144628200	E3	144627987	144628241	chr8.5331
chr8	144656200	144656400	E3	144654634	144656707	chr8.5348
chr8	144657000	144657200	E3	144656773	144657495	chr8.5349
chr8	144661600	144662000	E3	144661747	144662485	chr8.5352
chr8	144661600	144662000	E3	144659796	144661617	chr8.5351
chr8	144666000	144667600	E3	144666736	144669340	chr8.5356
chr8	144666000	144667600	E3	144665537	144666388	chr8.5355
chr8	145001800	145002400	E3	144988632	145003659	chr8.5454
chr8	145002600	145003000	E3	144988632	145003659	chr8.5454
chr8	145003800	145007600	E3	145006111	145006385	chr8.5456
chr8	145003800	145007600	E3	145003746	145004365	chr8.5455
chr8	145061000	145061200	E3	145059950	145061126	chr8.5478
chr8	145065600	145066000	E3	145063857	145065909	chr8.5479
chr8	145067800	145068200	E3	145067957	145068030	chr8.5480
chr8	145077800	145078200	E3	145077530	145077883	chr8.5483
chr8	145079000	145080200	E3	145079287	145079544	chr8.5484
chr8	145151200	145152600	E3	145151029	145151239	chr8.5507
chr8	145655400	145656000	E3	145654450	145656647	chr8.5648
chr8	145732600	145733000	E3	145732886	145735512	chr8.5682
chr8	145732600	145733000	E3	145721185	145732613	chr8.5681
chr8	145992400	145994200	E3	145992847	145993978	chr8.5744
chr8	145996000	145996200	E3	145995977	145996203	chr8.5745
chr8	146054200	146054600	E3	146054000	146054478	chr8.5759
chrX	1341400	1342200	E3	1341435	1342223	chrX.152
chrX	1358600	1358800	E3	1358426	1359103	chrX.154
chrX	1393800	1394400	E3	1393644	1394053	chrX.164
chrX	1439000	1440000	E3	1439184	1439408	chrX.176
chrX	1452600	1453200	E3	1453079	1453384	chrX.183
chrX	1586600	1587400	E3	1587145	1587682	chrX.221
chrX	1602600	1603400	E3	1602758	1603131	chrX.224
chrX	1619800	1620400	E3	1619712	1620303	chrX.227
chrX	1621200	1624200	E3	1623970	1624408	chrX.230
chrX	1621200	1624200	E3	1623142	1623563	chrX.229
chrX	1621200	1624200	E3	1621139	1621441	chrX.228
chrX	1625800	1626800	E3	1626430	1627137	chrX.231
chrX	1636400	1636800	E3	1636251	1636536	chrX.232
chrX	1780200	1780400	E3	1779865	1781068	chrX.258
chrX	2416400	2416800	E3	2416709	2416882	chrX.295
chrX	2439000	2440000	E3	2439334	2439813	chrX.300
chrX	2533000	2534000	E3	2532918	2533278	chrX.310
chrX	2625000	2625600	E3	2625340	2625803	chrX.317
chrX	2626000	2627400	E3	2626843	2626946	chrX.318
chrX	3612800	3612800	E3	3612788	3613044	chrX.365
chrX	3615000	3615400	E3	3615292	3615444	chrX.366
chrX	7027000	7027200	E3	7027144	7027225	chrX.411
chrX	7051200	7051400	E3	7051296	7051483	chrX.414
chrX	7169200	7169200	E3	7169175	7169331	chrX.418
chrX	9250200	9250800	E3	9250415	9250685	chrX.436
chrX	9254400	9254600	E3	9254312	9254659	chrX.437
chrX	9424400	9425200	E3	9424635	9424734	chrX.451
chrX	9644800	9645800	E3	9645223	9645742	chrX.461
chrX	9949600	9950200	E3	9949658	9949810	chrX.504
chrX	9954400	9955600	E3	9954730	9955034	chrX.505
chrX	10133400	10134800	E3	10134732	10135379	chrX.538
chrX	10133400	10134800	E3	10133233	10134090	chrX.537
chrX	10139400	10139400	E3	10139390	10139706	chrX.539
chrX	10139600	10140000	E3	10139390	10139706	chrX.539
chrX	10166000	10167800	E3	10167307	10167687	chrX.543
chrX	11359600	11359800	E3	11359591	11359765	chrX.552
chrX	13022600	13023800	E3	13023742	13024002	chrX.583
chrX	13105200	13107400	E3	13105469	13106015	chrX.589
chrX	13110600	13111600	E3	13110696	13110985	chrX.590
chrX	15805200	15805600	E3	15805105	15805491	chrX.629
chrX	15822800	15823800	E3	15822737	15823043	chrX.631
chrX	15929200	15930200	E3	15929783	15930286	chrX.636
chrX	16502400	16503400	E3	16502567	16502729	chrX.647
chrX	16931800	16932800	E3	16932286	16932535	chrX.661
chrX	16974800	16975200	E3	16974722	16974964	chrX.663
chrX	18685000	18685800	E3	18684531	18685256	chrX.702
chrX	18979800	18980800	E3	18979900	18980111	chrX.721
chrX	19368800	19369400	E3	19369311	19369509	chrX.725
chrX	19744000	19744800	E3	19743826	19744120	chrX.740
chrX	19765600	19766000	E3	19765787	19765863	chrX.742
chrX	19832000	19832400	E3	19832334	19832763	chrX.744
chrX	19865000	19865400	E3	19865070	19865355	chrX.747
chrX	20380600	20381200	E3	20380705	20380904	chrX.762
chrX	20412200	20414000	E3	20412783	20412819	chrX.763
chrX	21950400	21951600	E3	21950840	21951038	chrX.770
chrX	22011200	22012400	E3	22011515	22011784	chrX.773
chrX	22015200	22016200	E3	22014966	22015365	chrX.774
chrX	23829400	23829600	E3	23829245	23829694	chrX.792
chrX	23835200	23835800	E3	23835364	23835762	chrX.793
chrX	30618400	30618600	E3	30618499	30619174	chrX.856
chrX	30638000	30639800	E3	30639272	30639657	chrX.859
chrX	30656600	30657800	E3	30656528	30656909	chrX.861
chrX	30661800	30662200	E3	30661604	30662004	chrX.862
chrX	30676400	30678600	E3	30677561	30677869	chrX.865
chrX	38727200	38729000	E3	38728147	38728351	chrX.911
chrX	38867400	38868400	E3	38867889	38868106	chrX.913
chrX	38921800	38923400	E3	38922343	38922680	chrX.914
chrX	39004200	39004800	E3	39004277	39004555	chrX.916
chrX	39350800	39352800	E3	39351912	39352165	chrX.929
chrX	39350800	39352800	E3	39350788	39351120	chrX.928
chrX	39609200	39609400	E3	39609036	39609276	chrX.947
chrX	40239400	40239800	E3	40239751	40240572	chrX.1062
chrX	40240200	40240600	E3	40239751	40240572	chrX.1062
chrX	40243000	40245600	E3	40244623	40244857	chrX.1064
chrX	40243000	40245600	E3	40243387	40243491	chrX.1063
chrX	40246600	40247200	E3	40246752	40247134	chrX.1065
chrX	40265400	40266400	E3	40265904	40266023	chrX.1067
chrX	41096200	41099200	E3	41097820	41098175	chrX.1098
chrX	41176600	41177400	E3	41176849	41177125	chrX.1109
chrX	41243600	41243800	E3	41243321	41243741	chrX.1116
chrX	43609000	43609800	E3	43609408	43609769	chrX.1133
chrX	43871800	43872000	E3	43871921	43872325	chrX.1136
chrX	44767400	44768000	E3	44767614	44767748	chrX.1154
chrX	44867000	44867200	E3	44866944	44867116	chrX.1158
chrX	46421200	46422000	E3	46421394	46422067	chrX.1184
chrX	46485600	46489400	E3	46488221	46488808	chrX.1189
chrX	47076400	47076600	E3	47076470	47078855	chrX.1228
chrX	47371600	47372000	E3	47371570	47371745	chrX.1250
chrX	47375800	47376000	E3	47375830	47376018	chrX.1252
chrX	47422200	47424400	E3	47423981	47424156	chrX.1260
chrX	47422200	47424400	E3	47422118	47422424	chrX.1259
chrX	47484400	47486600	E3	47486561	47487054	chrX.1277
chrX	47484400	47486600	E3	47485900	47486322	chrX.1276
chrX	47484400	47486600	E3	47485342	47485590	chrX.1275
chrX	47490800	47492400	E3	47492100	47492383	chrX.1279
chrX	47493600	47494000	E3	47493600	47494023	chrX.1280
